QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
149,0.7294117647,Attraverso quali stati scorre il fiume Yenisei?,"""attraverso Quale citt´┐¢ scorrere Weser?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
 res:Yenisei_River dbp:country ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?o . 

}",0,7,2,0,0,0
150,0.9391304348,Quali serie televisive sono state create dalla Walt Disney?,"""quale serie televisive sono state creato da Walt Disney?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri rdf:type dbo:TelevisionShow .
 ?uri dbo:creator res:Walt_Disney .
}","select ?s 

{

 ?s <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Walt_Disney> . ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow> . 

}",18,0,0,1,1,1
151,0,Qual ├¿ il ponte con la campata pi├╣ lunga?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:Bridge .
 ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1",,0,1,1,0,0,0
152,0,Di che nazione ├¿ Sitecore?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . },,0,1,1,0,0,0
153,1,Chi ha sposato Lance Bass?,"""Chi ha sposato Lance Bass?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . },"select ?o 

{

 <http://dbpedia.org/resource/Lance_Bass> <http://dbpedia.org/ontology/spouse> ?o . 

}",0,1,1,0,0,0
154,0.8928571429,Qual ├¿ la capitale del Canada?,"""Qual ├¿ capitale di Canada?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:Canada dbo:capital ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital> ?o . 

}",1,0,0,1,1,1
155,0.9473684211,Da chi fu inspirato Vincent van Gogh?,"""Da Chi fu ha inspirato Vincent van Gogh""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . },"select ?s 

{

 ?s <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . 

}",2,0,0,1,1,1
156,0.756097561,In quale citt├á mor├¼ John F. Kennedy?,"""a quale citt´┐¢ ├¿ morto John Fitzgerald Kennedy?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
 res:John_F._Kennedy dbo:deathPlace ?uri .
 ?uri rdf:type dbo:City .
}","select ?o 

{

 <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?o . 

}",2,0,0,1,1,1
158,0.7547169811,Chi ha scritto Game of Thrones?,"""chi ha scritto Forbes?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. },"select ?o 

{

 <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/author> ?o . 

}",0,1,1,0,0,0
159,0.96,Chi ha progettato il ponte di Brooklyn?,"""Chi ha progettato Ponte di Brooklyn?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
 res:Brooklyn_Bridge dbo:architect ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/architect> ?o . 

}",1,0,0,1,1,1
160,0,Boris Becker quando ha concluso la sua carriera?,,,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . },,0,1,1,0,0,0
161,0.9367088608,Quali tipi di uva crescono in Oregon?,"""Quali tipi di uva crescono in Oregon wine?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?o . 

}",34,0,0,1,1,1
162,0.9655172414,Quanto ├¿ alto Michael Jordan?,"""quanto ├¿ alta Michael Jordan?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Michael_Jordan dbo:height ?num .
}","select ?o 

{

 <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/height> ?o . 

}",1,0,0,1,1,1
163,0,A quale partito polito appartiene il sindaco di Parigi?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . },,0,1,1,0,0,0
164,0.967032967,Chi ha scritto il libro I pilastri della Terra?,"""chi ha scritto libro I pilastri della Terra?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:The_Pillars_of_the_Earth dbo:author ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author> ?o . 

}",1,0,0,1,1,1
165,0.7058823529,Chi ├¿ stato il sedicesimo presidente degli Stati Uniti?,"""Chi ├¿ vice presidente di Stati Uniti d'America?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:office 'President of the United States' .
 ?uri dbo:orderInOffice '16th' .
}","select ?o 

{

 <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/vicePresident> ?o . 

}",0,1,2,0,0,0
166,0.8709677419,Quanto ├¿ alto il Monte Everest?,"""quanto ├¿ alto montagna Everest?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
 res:Mount_Everest dbo:elevation ?num.
}","select ?o 

{

 <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/elevation> ?o . 

}",1,0,0,1,1,1
167,0.7857142857,Chi era il supervisore della tesi di dottorato di Albert Einstein?,"""Chi era tutor di dottorato di Albert Einstein?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?o . 

}",1,0,0,1,1,1
168,0.835443038,In quale citt├á vive Sylvester Stallone?,"""a quali citt´┐¢ morire Sylvester Stallone?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/deathPlace> ?o . 

}",0,1,2,0,0,0
169,0.96,Qual ├¿ la valuta della Repubblica Ceca?,"""qual ├¿ valuta della Repubblica Ceca?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Czech_Republic dbo:currency ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency> ?o . 

}",1,0,0,1,1,1
171,0.880952381,In quale fuso orario si trova Salt Lake City?,"""in quale stato si trova Salt Lake City?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
 res:Salt_Lake_City dbp:timezone ?uri . 
}","select ?o 

{

 <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/ontology/country> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . 

}",0,1,1,0,0,0
172,0.7692307692,Chi ├¿ il figlio di Sonny e Cher,"""Chi ├¿ figlio di Cher?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . },"select ?o 

{

 <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/child> ?o . 

}",1,1,0,0.5,1,0.6666666667
173,0,In quale citt├á si trova il quartier generale delle Nazioni Unite?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . },,0,1,1,0,0,0
174,0.9565217391,Chi ├¿ il fondatore di Penguin Books?,"""Chi ├¿ fondatore di Penguin Books?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
 res:Penguin_Books dbo:founder ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/foundedBy> ?o . 

}",0,1,1,0,0,0
175,0.8059701493,Quando ├¿ stata fondata Jack Wolfskin?,"""Quando ├¿ ´┐¢ stata fondata ALDI?""",,SELECT DISTINCT ?year WHERE { <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . },"select ?o 

{

 <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/foundingYear> ?o . 

}",0,2,1,0,0,0
176,0.9473684211,Chi ├¿ il sindaco di Rotterdam?,"""Chi ├¿ sindaco di Rotterdam?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Rotterdam dbo:leaderName ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName> ?o . 

}",1,0,0,1,1,1
177,0,Dammi tutti gli oceanografi svedesi.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:field res:Oceanography . 
 ?uri dbo:birthPlace res:Sweden . 
}",,0,1,42,0,0,0
178,0.8169014085,Mostrami l'autobiografia di Hemingway.,"""Mostrami l' autobiografia di IYCM""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . },"select ?o 

{

 <'IYCM'> <http://dbpedia.org/ontology/literaryGenre> ?o . 

}",0,1,21,0,0,0
179,0.7368421053,Chi sono i genitori della moglie di Juan Carlos I?,"""Chi sono genitori di Juan Carlos I di Spagna?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
 ?x dbo:parent ?uri . 
}","select ?o 

{

 <http://dbpedia.org/resource/Juan_Carlos_I_of_Spain> <http://dbpedia.org/ontology/parent> ?o . 

}",0,2,2,0,0,0
181,0.8888888889,Chi ├¿ il giocatore di pallacanestro pi├╣ alto?,"""chi ├¿ giocatore di pallacanestro il pi´┐¢ alta?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?subjOfProp <http://dbpedia.org/ontology/height> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
182,0,Quale citt├á ha il minor numero di abitanti?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> . ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1,,0,1,2,0,0,0
184,0.7142857143,Chi sono i genitori della regina Vittoria?,"""Chi sono genitori di Italia?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Queen_Victoria dbo:parent ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Italy> <http://dbpedia.org/ontology/parent> ?o . 

}",0,1,2,0,0,0
188,0,Dammi tutti i libri di Wiliam Goldman con pi├╣ di 300 pagine.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:Book .
 ?uri dbo:author res:William_Goldman .
 ?uri dbo:numberOfPages ?x .
 FILTER (?x > 300)
}",,0,1,10,0,0,0
189,0.96,Dove si trova Fort Knox?,"""Dove si trovava Fort Knox?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 

}",1,0,0,1,1,1
190,0.7948717949,In quale stato americano si trova Fort Knox?,"""in quale luogo si trova Fort Knox?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Fort_Knox dbp:location ?uri .
 ?uri dbo:country res:United_States .
}","select ?o 

{

 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 

}",1,0,0,1,1,1
191,0.9642857143,Dove ├¿ sepolto Syngman Rhee?,"""Dove ´┐¢ sepolto Syngman Rhee?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?o . 

}",0,1,1,0,0,0
192,0.9662921348,Qual ├¿ il fuso orario di San Pedro de Atacama?,"""Qual ├¿ fuso orario di San Pedro de Atacama?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?o . 

}",1,0,0,1,1,1
193,0,A quale movimento artistico apparteneva il pittore de I tre ballerini?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person . ?person <http://dbpedia.org/ontology/movement> ?uri . },,0,1,2,0,0,0
194,0,Quale scienziato ├¿ conosciuto per il progetto Manhattan e per il premio Nobel per la pace?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:knownFor res:Manhattan_Project .
 ?uri rdf:type dbo:Scientist .
 ?uri dbo:knownFor res:Nobel_Peace_Prize .
}",,0,1,1,0,0,0
195,0.819047619,Mostrami tutti i libri del Ciclo della Fondazione di Asimov,"""Dammi tutti i libri del Ciclo delle Fondazioni""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . },"select ?s 

{

 ?s <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . 

}",7,4,4,0.6363636364,0.6363636364,0.6363636364
196,0,Dammi tutte le citt├á del New Jersey con pi├╣ di 100000 abitanti.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:City .
 ?uri dbo:isPartOf res:New_Jersey .
 ?uri dbp:populationTotal ?inhabitants .
 FILTER (?inhabitants > 100000) .
}",,0,1,8,0,0,0
197,0,Quale museo di New York ha il maggior numero di visitatori?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> . ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,,0,1,1,0,0,0
198,0.7228915663,Quanto ├¿ alta la torre Yokohama Marine?,"""Quanto ├¿ alta ├¿ Torre marittima di Yokohama?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
 res:Yokohama_Marine_Tower dbo:height ?num .
}","select ?o 

{

 <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height> ?o . 

}",1,0,0,1,1,1
200,0.9090909091,Chi ├¿ il giocatore di freccette pi├╣ giovane?,"""chi ├¿ giocatore di freccette il pi´┐¢ giovane?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri rdf:type dbo:DartsPlayer .
 ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
201,0.9662921348,Chi ha creato il videogioco World of Warcraft?,"""chi ha creato videogioco World of Warcraft?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:World_of_Warcraft dbo:developer ?uri . 
}","select ?o 

{

 <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer> ?o . 

}",1,0,0,1,1,1
202,0,Quale papa ha fondato la televisione vaticana?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
 ?uri rdf:type dbo:Pope . 
 res:Vatican_Television_Center dbo:foundedBy ?uri .
}",,0,1,1,0,0,0
203,0.829787234,Chi ha composto la musica per Harold e Maude?,"""Chi ha composto la colonna sonora Harold e Maude?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
 res:Harold_and_Maude dbo:musicComposer ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer> ?o . 

}",1,0,0,1,1,1
204,0.9117647059,Dammi tutti i membri dei Prodigy.,"""Dammi tutti i membri di The Prodigy""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . },"select ?o 

{

 <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?o . 

}",3,0,0,1,1,1
205,0.7234042553,Chi recita nei film spagnoli prodotti da Benicio del Toro?,"""Chi erano figli di Benicio del Toro?""",,SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . },"select ?o 

{

 <http://dbpedia.org/resource/Benicio_del_Toro> <http://dbpedia.org/ontology/child> ?o . 

}",0,1,13,0,0,0
206,0,Quale societ├á sussidiaria di TUI Travel serve sia Dortmund che Dublino?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . },,0,1,2,0,0,0
207,1,In quale stato si trova La Mecca?,"""in quale stato si trova La Mecca?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Mecca dbo:country ?uri .
}","select ?o 

{

 <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country> ?o . ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . 

}",1,0,0,1,1,1
208,0.8831168831,Quante lingue sono parlate in Colombia?,"""quante Lingua sono parlato in Polonia?""",,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> . <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . },"select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE 

{

 <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/language> ?objOfProp . 

}",0,1,1,0,0,0
209,0.8421052632,Qual ├¿ lo stadio pi├╣ grande in Spagna?,"""Qual ├¿ stadio il pi´┐¢ grande de Spagna?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
210,0.9074074074,Quali surfisti professionisti sono nati nelle Filippine?,"""a quale surfisti professionisti sono nati Filippine?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:occupation res:Surfing .
 ?uri dbo:birthPlace res:Philippines .
}","select ?s 

{

 ?s <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Philippines> . ?s <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Surfing> . 

}",14,0,0,1,1,1
211,0.7323943662,Quali sono i cinque quartieri di New York?,"""Qual sono quartieri di Mondo?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . },"select ?s 

{

 ?s <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/World> . 

}",0,1,5,0,0,0
213,0,Quando ├¿ morta la principessa Diana?,,,"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/deathDate> ?d . }",,0,1,1,0,0,0
214,0,Dove si produce vino frizzante in Francia?,,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:wineProduced res:Sparkling_wine .
 ?uri dbo:location res:France .
}",,0,1,1,0,0,0
,,,,,,overall result,295,216,571,0.5772994129,0.3406466513,0.4284676834
,,,,,,average result,,,,0.3994220278,0.4092259493,0.4020958246
